PANDA -- facet enumeration with adjacency decomposition
Fourier-Motzkin Elimination step 3984 / 2304896: 7157
Fourier-Motzkin Elimination step 3986 / 2304896: 7082
Fourier-Motzkin Elimination step 3987 / 2304896: 7094
Fourier-Motzkin Elimination step 3988 / 2304896: 7066
Fourier-Motzkin Elimination step 3989 / 2304896: 7093
Fourier-Motzkin Elimination step 3990 / 2304896: 7073
Fourier-Motzkin Elimination step 3991 / 2304896: 7073
Fourier-Motzkin Elimination step 3992 / 2304896: 7051
Fourier-Motzkin Elimination step 3993 / 2304896: 7200
Fourier-Motzkin Elimination step 3994 / 2304896: 6906
Fourier-Motzkin Elimination step 3996 / 2304896: 7091
Fourier-Motzkin Elimination step 3997 / 2304896: 7305
Fourier-Motzkin Elimination step 3998 / 2304896: 7270
Fourier-Motzkin Elimination step 3999 / 2304896: 7333
Fourier-Motzkin Elimination step 4000 / 2304896: 7265
Fourier-Motzkin Elimination step 4001 / 2304896: 7309
Fourier-Motzkin Elimination step 4002 / 2304896: 7335
Fourier-Motzkin Elimination step 4003 / 2304896: 7459
Fourier-Motzkin Elimination step 4004 / 2304896: 7449
Fourier-Motzkin Elimination step 4005 / 2304896: 7553
Fourier-Motzkin Elimination step 4006 / 2304896: 7628
Fourier-Motzkin Elimination step 4007 / 2304896: 7661
Fourier-Motzkin Elimination step 4008 / 2304896: 7766
Fourier-Motzkin Elimination step 4009 / 2304896: 7986
Fourier-Motzkin Elimination step 4010 / 2304896: 7754
Fourier-Motzkin Elimination step 4011 / 2304896: 7691
Fourier-Motzkin Elimination step 4012 / 2304896: 7654
Fourier-Motzkin Elimination step 4013 / 2304896: 7747
Fourier-Motzkin Elimination step 4014 / 2304896: 7571
Fourier-Motzkin Elimination step 4015 / 2304896: 7486
Fourier-Motzkin Elimination step 4016 / 2304896: 7401
Fourier-Motzkin Elimination step 4017 / 2304896: 7414
Fourier-Motzkin Elimination step 4018 / 2304896: 7427
Fourier-Motzkin Elimination step 4019 / 2304896: 7289
Fourier-Motzkin Elimination step 4020 / 2304896: 7280
Fourier-Motzkin Elimination step 4021 / 2304896: 7387
Fourier-Motzkin Elimination step 4022 / 2304896: 7094
Fourier-Motzkin Elimination step 4023 / 2304896: 7277
Fourier-Motzkin Elimination step 4024 / 2304896: 7322
Fourier-Motzkin Elimination step 4025 / 2304896: 7557
Fourier-Motzkin Elimination step 4026 / 2304896: 7511
Fourier-Motzkin Elimination step 4027 / 2304896: 7614
Fourier-Motzkin Elimination step 4028 / 2304896: 7545
Fourier-Motzkin Elimination step 4029 / 2304896: 7575
Fourier-Motzkin Elimination step 4030 / 2304896: 7644
Fourier-Motzkin Elimination step 4031 / 2304896: 7812
Fourier-Motzkin Elimination step 4032 / 2304896: 7787
Fourier-Motzkin Elimination step 4033 / 2304896: 7857
Fourier-Motzkin Elimination step 4034 / 2304896: 7989
Fourier-Motzkin Elimination step 4035 / 2304896: 8041
Fourier-Motzkin Elimination step 4036 / 2304896: 8155
Fourier-Motzkin Elimination step 4037 / 2304896: 8460
Fourier-Motzkin Elimination step 4038 / 2304896: 8078
Fourier-Motzkin Elimination step 4039 / 2304896: 8003
Fourier-Motzkin Elimination step 4040 / 2304896: 7880
Fourier-Motzkin Elimination step 3587 / 3450112: 4368
Fourier-Motzkin Elimination step 4041 / 2304896: 7961
Fourier-Motzkin Elimination step 3588 / 3450112: 4556
Fourier-Motzkin Elimination step 4042 / 2304896: 7720
Fourier-Motzkin Elimination step 3589 / 3450112: 4389
Fourier-Motzkin Elimination step 4043 / 2304896: 7635
Fourier-Motzkin Elimination step 3590 / 3450112: 4425
Fourier-Motzkin Elimination step 4044 / 2304896: 7550
Fourier-Motzkin Elimination step 3592 / 3450112: 4481
Fourier-Motzkin Elimination step 4045 / 2304896: 7572
Fourier-Motzkin Elimination step 3593 / 3450112: 4385
Fourier-Motzkin Elimination step 4046 / 2304896: 7594
Fourier-Motzkin Elimination step 3594 / 3450112: 4373
Fourier-Motzkin Elimination step 4047 / 2304896: 7338
Fourier-Motzkin Elimination step 3596 / 3450112: 4429
Fourier-Motzkin Elimination step 4048 / 2304896: 7227
Fourier-Motzkin Elimination step 3597 / 3450112: 4517
Fourier-Motzkin Elimination step 4049 / 2304896: 7354
Fourier-Motzkin Elimination step 3598 / 3450112: 4430
Fourier-Motzkin Elimination step 4050 / 2304896: 6874
Fourier-Motzkin Elimination step 3600 / 3450112: 4745
Fourier-Motzkin Elimination step 4051 / 2304896: 6939
Fourier-Motzkin Elimination step 3601 / 3450112: 4296
Fourier-Motzkin Elimination step 4052 / 2304896: 7004
Fourier-Motzkin Elimination step 4053 / 2304896: 7011
Fourier-Motzkin Elimination step 4054 / 2304896: 6998
Fourier-Motzkin Elimination step 3604 / 3450112: 4436
Fourier-Motzkin Elimination step 4055 / 2304896: 7091
Fourier-Motzkin Elimination step 4056 / 2304896: 7026
Fourier-Motzkin Elimination step 3606 / 3450112: 4422
Fourier-Motzkin Elimination step 4057 / 2304896: 7033
Fourier-Motzkin Elimination step 3607 / 3450112: 4380
Fourier-Motzkin Elimination step 4058 / 2304896: 7078
Fourier-Motzkin Elimination step 3608 / 3450112: 4406
Fourier-Motzkin Elimination step 4059 / 2304896: 7229
Fourier-Motzkin Elimination step 3610 / 3450112: 4464
Fourier-Motzkin Elimination step 4060 / 2304896: 7164
Fourier-Motzkin Elimination step 3611 / 3450112: 4422
Fourier-Motzkin Elimination step 4061 / 2304896: 7166
Fourier-Motzkin Elimination step 3612 / 3450112: 4422
Fourier-Motzkin Elimination step 3613 / 3450112: 4422
Fourier-Motzkin Elimination step 4062 / 2304896: 7168
Fourier-Motzkin Elimination step 4063 / 2304896: 7001
Fourier-Motzkin Elimination step 3614 / 3450112: 4329
Fourier-Motzkin Elimination step 3615 / 3450112: 4145
Fourier-Motzkin Elimination step 4064 / 2304896: 6663
Fourier-Motzkin Elimination step 3616 / 3450112: 4072
Fourier-Motzkin Elimination step 4065 / 2304896: 6509
Fourier-Motzkin Elimination step 3617 / 3450112: 3886
Fourier-Motzkin Elimination step 4066 / 2304896: 6256
Fourier-Motzkin Elimination step 4067 / 2304896: 5913
Fourier-Motzkin Elimination step 4069 / 2304896: 5731
Fourier-Motzkin Elimination step 4070 / 2304896: 5314
Fourier-Motzkin Elimination step 3625 / 3450112: 3402
Fourier-Motzkin Elimination step 3627 / 3450112: 3212
Fourier-Motzkin Elimination step 3628 / 3450112: 3724
Fourier-Motzkin Elimination step 3629 / 3450112: 2361
Fourier-Motzkin Elimination step 4174 / 2304896: 6158
Fourier-Motzkin Elimination step 4175 / 2304896: 6322
Fourier-Motzkin Elimination step 3735 / 3450112: 4509
Fourier-Motzkin Elimination step 3736 / 3450112: 4601
Fourier-Motzkin Elimination step 3737 / 3450112: 4602
Fourier-Motzkin Elimination step 3738 / 3450112: 4603
Fourier-Motzkin Elimination step 4181 / 2304896: 7224
Fourier-Motzkin Elimination step 4182 / 2304896: 7434
Fourier-Motzkin Elimination step 3740 / 3450112: 4731
Fourier-Motzkin Elimination step 4183 / 2304896: 7535
Fourier-Motzkin Elimination step 3741 / 3450112: 5004
Fourier-Motzkin Elimination step 3742 / 3450112: 4682
Fourier-Motzkin Elimination step 4184 / 2304896: 7636
Fourier-Motzkin Elimination step 4185 / 2304896: 7778
Fourier-Motzkin Elimination step 4186 / 2304896: 7920
Fourier-Motzkin Elimination step 4187 / 2304896: 8009
Fourier-Motzkin Elimination step 4188 / 2304896: 8235
Fourier-Motzkin Elimination step 3748 / 3450112: 4996
Fourier-Motzkin Elimination step 4189 / 2304896: 8719
Fourier-Motzkin Elimination step 3750 / 3450112: 5139
Fourier-Motzkin Elimination step 4190 / 2304896: 8242
Fourier-Motzkin Elimination step 3751 / 3450112: 5264
Fourier-Motzkin Elimination step 4191 / 2304896: 8291
Fourier-Motzkin Elimination step 3752 / 3450112: 5276
Fourier-Motzkin Elimination step 4192 / 2304896: 8340
Fourier-Motzkin Elimination step 3753 / 3450112: 5291
Fourier-Motzkin Elimination step 4193 / 2304896: 8531
Fourier-Motzkin Elimination step 3754 / 3450112: 5306
Fourier-Motzkin Elimination step 4194 / 2304896: 8515
Fourier-Motzkin Elimination step 3755 / 3450112: 5489
Fourier-Motzkin Elimination step 4195 / 2304896: 8678
Fourier-Motzkin Elimination step 3756 / 3450112: 5465
Fourier-Motzkin Elimination step 3757 / 3450112: 5586
Fourier-Motzkin Elimination step 4196 / 2304896: 8677
Fourier-Motzkin Elimination step 3758 / 3450112: 5586
Fourier-Motzkin Elimination step 4197 / 2304896: 8868
Fourier-Motzkin Elimination step 3759 / 3450112: 5563
Fourier-Motzkin Elimination step 4198 / 2304896: 8971
Fourier-Motzkin Elimination step 3760 / 3450112: 5537
Fourier-Motzkin Elimination step 4199 / 2304896: 9253
Fourier-Motzkin Elimination step 3761 / 3450112: 5540
Fourier-Motzkin Elimination step 4200 / 2304896: 9252
Fourier-Motzkin Elimination step 3762 / 3450112: 5522
Fourier-Motzkin Elimination step 4201 / 2304896: 9213
Fourier-Motzkin Elimination step 3763 / 3450112: 5579
Fourier-Motzkin Elimination step 3764 / 3450112: 5566
Fourier-Motzkin Elimination step 4202 / 2304896: 9174
Fourier-Motzkin Elimination step 3765 / 3450112: 5583
Fourier-Motzkin Elimination step 4203 / 2304896: 9353
Fourier-Motzkin Elimination step 3766 / 3450112: 5639
Fourier-Motzkin Elimination step 4204 / 2304896: 9230
Fourier-Motzkin Elimination step 3767 / 3450112: 5696
Fourier-Motzkin Elimination step 3768 / 3450112: 5768
Fourier-Motzkin Elimination step 4205 / 2304896: 9350
Fourier-Motzkin Elimination step 4206 / 2304896: 9272
Fourier-Motzkin Elimination step 3769 / 3450112: 6038
Fourier-Motzkin Elimination step 4207 / 2304896: 9182
Fourier-Motzkin Elimination step 3770 / 3450112: 5669
Fourier-Motzkin Elimination step 4208 / 2304896: 9153
Fourier-Motzkin Elimination step 3771 / 3450112: 5661
Fourier-Motzkin Elimination step 3772 / 3450112: 5646
Fourier-Motzkin Elimination step 4209 / 2304896: 9184
Fourier-Motzkin Elimination step 3773 / 3450112: 5703
Fourier-Motzkin Elimination step 4210 / 2304896: 9080
Fourier-Motzkin Elimination step 3774 / 3450112: 5630
Fourier-Motzkin Elimination step 3775 / 3450112: 5650
Fourier-Motzkin Elimination step 4211 / 2304896: 9132
Fourier-Motzkin Elimination step 3776 / 3450112: 5653
Fourier-Motzkin Elimination step 4212 / 2304896: 9120
Fourier-Motzkin Elimination step 4213 / 2304896: 9169
Fourier-Motzkin Elimination step 3777 / 3450112: 5741
Fourier-Motzkin Elimination step 3778 / 3450112: 5631
Fourier-Motzkin Elimination step 4214 / 2304896: 9197
Fourier-Motzkin Elimination step 3779 / 3450112: 5687
Fourier-Motzkin Elimination step 4215 / 2304896: 9201
Fourier-Motzkin Elimination step 3780 / 3450112: 5734
Fourier-Motzkin Elimination step 4216 / 2304896: 9220
Fourier-Motzkin Elimination step 3781 / 3450112: 5866
Fourier-Motzkin Elimination step 4217 / 2304896: 9568
Fourier-Motzkin Elimination step 3782 / 3450112: 5788
Fourier-Motzkin Elimination step 3783 / 3450112: 5742
Fourier-Motzkin Elimination step 4218 / 2304896: 8952
Fourier-Motzkin Elimination step 3784 / 3450112: 5698
Fourier-Motzkin Elimination step 4219 / 2304896: 8962
Fourier-Motzkin Elimination step 3785 / 3450112: 5728
Fourier-Motzkin Elimination step 4220 / 2304896: 8924
Fourier-Motzkin Elimination step 3786 / 3450112: 5556
Fourier-Motzkin Elimination step 3787 / 3450112: 5504
Fourier-Motzkin Elimination step 4221 / 2304896: 9052
Fourier-Motzkin Elimination step 3788 / 3450112: 5493
Fourier-Motzkin Elimination step 4222 / 2304896: 8928
Fourier-Motzkin Elimination step 3789 / 3450112: 5544
Fourier-Motzkin Elimination step 4223 / 2304896: 8876
Fourier-Motzkin Elimination step 3790 / 3450112: 5452
Fourier-Motzkin Elimination step 4224 / 2304896: 8851
Fourier-Motzkin Elimination step 3791 / 3450112: 5435
Fourier-Motzkin Elimination step 3792 / 3450112: 5418
Fourier-Motzkin Elimination step 4225 / 2304896: 8994
Fourier-Motzkin Elimination step 3793 / 3450112: 5450
Fourier-Motzkin Elimination step 4226 / 2304896: 8773
Fourier-Motzkin Elimination step 3794 / 3450112: 5482
Fourier-Motzkin Elimination step 3795 / 3450112: 5395
Fourier-Motzkin Elimination step 4227 / 2304896: 8790
Fourier-Motzkin Elimination step 3796 / 3450112: 5400
Fourier-Motzkin Elimination step 4228 / 2304896: 8857
Fourier-Motzkin Elimination step 3797 / 3450112: 5460
Fourier-Motzkin Elimination step 4229 / 2304896: 9092
Fourier-Motzkin Elimination step 3798 / 3450112: 5308
Fourier-Motzkin Elimination step 4230 / 2304896: 8932
Fourier-Motzkin Elimination step 3799 / 3450112: 5262
Fourier-Motzkin Elimination step 4231 / 2304896: 8876
Fourier-Motzkin Elimination step 3800 / 3450112: 5257
Fourier-Motzkin Elimination step 4232 / 2304896: 8820
Fourier-Motzkin Elimination step 3801 / 3450112: 5352
Fourier-Motzkin Elimination step 3802 / 3450112: 5222
Fourier-Motzkin Elimination step 4233 / 2304896: 8895
Fourier-Motzkin Elimination step 3803 / 3450112: 5279
Fourier-Motzkin Elimination step 4234 / 2304896: 8614
Fourier-Motzkin Elimination step 3804 / 3450112: 5245
Fourier-Motzkin Elimination step 3805 / 3450112: 5291
Fourier-Motzkin Elimination step 4235 / 2304896: 8547
Fourier-Motzkin Elimination step 3806 / 3450112: 5237
Fourier-Motzkin Elimination step 4236 / 2304896: 8524
Fourier-Motzkin Elimination step 3807 / 3450112: 5330
Fourier-Motzkin Elimination step 4237 / 2304896: 8636
Fourier-Motzkin Elimination step 3808 / 3450112: 5332
Fourier-Motzkin Elimination step 4238 / 2304896: 8488
Fourier-Motzkin Elimination step 3809 / 3450112: 5412
Fourier-Motzkin Elimination step 4239 / 2304896: 8425
Fourier-Motzkin Elimination step 3810 / 3450112: 5393
Fourier-Motzkin Elimination step 4240 / 2304896: 8362
Fourier-Motzkin Elimination step 3811 / 3450112: 5287
Fourier-Motzkin Elimination step 4241 / 2304896: 8408
Fourier-Motzkin Elimination step 3812 / 3450112: 5288
Fourier-Motzkin Elimination step 4242 / 2304896: 8454
Fourier-Motzkin Elimination step 3813 / 3450112: 5417
Fourier-Motzkin Elimination step 4243 / 2304896: 8336
Fourier-Motzkin Elimination step 3814 / 3450112: 5109
Fourier-Motzkin Elimination step 4244 / 2304896: 8341
Fourier-Motzkin Elimination step 3815 / 3450112: 5117
Fourier-Motzkin Elimination step 4245 / 2304896: 8467
Fourier-Motzkin Elimination step 3817 / 3450112: 5158
Fourier-Motzkin Elimination step 4246 / 2304896: 8226
Fourier-Motzkin Elimination step 3818 / 3450112: 5064
Fourier-Motzkin Elimination step 4247 / 2304896: 8196
Fourier-Motzkin Elimination step 3819 / 3450112: 5055
Fourier-Motzkin Elimination step 4248 / 2304896: 8050
Fourier-Motzkin Elimination step 3820 / 3450112: 5046
Fourier-Motzkin Elimination step 4249 / 2304896: 8124
Fourier-Motzkin Elimination step 3821 / 3450112: 5095
Fourier-Motzkin Elimination step 3822 / 3450112: 5144
Fourier-Motzkin Elimination step 4250 / 2304896: 7911
Fourier-Motzkin Elimination step 3823 / 3450112: 5035
Fourier-Motzkin Elimination step 4251 / 2304896: 7809
Fourier-Motzkin Elimination step 3824 / 3450112: 5010
Fourier-Motzkin Elimination step 4252 / 2304896: 7755
Fourier-Motzkin Elimination step 3825 / 3450112: 5117
Fourier-Motzkin Elimination step 4253 / 2304896: 7850
Fourier-Motzkin Elimination step 3826 / 3450112: 4865
Fourier-Motzkin Elimination step 4254 / 2304896: 7635
Fourier-Motzkin Elimination step 3827 / 3450112: 4740
Fourier-Motzkin Elimination step 4255 / 2304896: 7612
Fourier-Motzkin Elimination step 3828 / 3450112: 4615
Fourier-Motzkin Elimination step 4256 / 2304896: 7633
Fourier-Motzkin Elimination step 3829 / 3450112: 4423
Fourier-Motzkin Elimination step 4257 / 2304896: 7799
Fourier-Motzkin Elimination step 4258 / 2304896: 7661
Fourier-Motzkin Elimination step 4259 / 2304896: 7530
Fourier-Motzkin Elimination step 4260 / 2304896: 7422
Fourier-Motzkin Elimination step 4261 / 2304896: 7537
Fourier-Motzkin Elimination step 4262 / 2304896: 7052
Fourier-Motzkin Elimination step 4263 / 2304896: 6943
Fourier-Motzkin Elimination step 4264 / 2304896: 6837
Fourier-Motzkin Elimination step 4265 / 2304896: 6941
Fourier-Motzkin Elimination step 4266 / 2304896: 6740
Fourier-Motzkin Elimination step 4267 / 2304896: 6694
Fourier-Motzkin Elimination step 4268 / 2304896: 6648
Fourier-Motzkin Elimination step 4269 / 2304896: 6720
Fourier-Motzkin Elimination step 4270 / 2304896: 6792
Fourier-Motzkin Elimination step 4271 / 2304896: 6555
Fourier-Motzkin Elimination step 4273 / 2304896: 6593
Fourier-Motzkin Elimination step 4274 / 2304896: 6224
Fourier-Motzkin Elimination step 4276 / 2304896: 5856
Fourier-Motzkin Elimination step 4277 / 2304896: 5565
Fourier-Motzkin Elimination step 3957 / 3450112: 4422
Fourier-Motzkin Elimination step 3958 / 3450112: 4676
Fourier-Motzkin Elimination step 3959 / 3450112: 4731
Fourier-Motzkin Elimination step 3960 / 3450112: 4786
Fourier-Motzkin Elimination step 3961 / 3450112: 4952
Fourier-Motzkin Elimination step 3962 / 3450112: 5118
Fourier-Motzkin Elimination step 3963 / 3450112: 5188
Fourier-Motzkin Elimination step 3964 / 3450112: 5324
Fourier-Motzkin Elimination step 3965 / 3450112: 5638
Fourier-Motzkin Elimination step 3966 / 3450112: 5286
Fourier-Motzkin Elimination step 3967 / 3450112: 5482
Fourier-Motzkin Elimination step 3968 / 3450112: 5678
Fourier-Motzkin Elimination step 3969 / 3450112: 5975
Fourier-Motzkin Elimination step 3970 / 3450112: 6007
Fourier-Motzkin Elimination step 3971 / 3450112: 6189
Fourier-Motzkin Elimination step 3972 / 3450112: 6284
Fourier-Motzkin Elimination step 3973 / 3450112: 6581
Fourier-Motzkin Elimination step 3974 / 3450112: 6702
Fourier-Motzkin Elimination step 3975 / 3450112: 6973
Fourier-Motzkin Elimination step 3976 / 3450112: 7068
Fourier-Motzkin Elimination step 4427 / 2304896: 4807
Fourier-Motzkin Elimination step 3977 / 3450112: 7160
Fourier-Motzkin Elimination step 3978 / 3450112: 7252
Fourier-Motzkin Elimination step 4430 / 2304896: 5320
Fourier-Motzkin Elimination step 3979 / 3450112: 7343
Fourier-Motzkin Elimination step 4431 / 2304896: 5079
Fourier-Motzkin Elimination step 3980 / 3450112: 7265
Fourier-Motzkin Elimination step 3981 / 3450112: 7334
Fourier-Motzkin Elimination step 3982 / 3450112: 7264
Fourier-Motzkin Elimination step 4437 / 2304896: 5496
Fourier-Motzkin Elimination step 3983 / 3450112: 7202
Fourier-Motzkin Elimination step 4438 / 2304896: 5503
Fourier-Motzkin Elimination step 3984 / 3450112: 7157
Fourier-Motzkin Elimination step 4439 / 2304896: 5402
Fourier-Motzkin Elimination step 3985 / 3450112: 7166
Fourier-Motzkin Elimination step 3986 / 3450112: 7082
Fourier-Motzkin Elimination step 4440 / 2304896: 5968
Fourier-Motzkin Elimination step 3987 / 3450112: 7094
Fourier-Motzkin Elimination step 4441 / 2304896: 4265
Fourier-Motzkin Elimination step 3988 / 3450112: 7066
Fourier-Motzkin Elimination step 4442 / 2304896: 3435
Fourier-Motzkin Elimination step 3989 / 3450112: 7093
Fourier-Motzkin Elimination step 3990 / 3450112: 7073
Fourier-Motzkin Elimination step 3991 / 3450112: 7073
Fourier-Motzkin Elimination step 3992 / 3450112: 7051
Fourier-Motzkin Elimination step 3993 / 3450112: 7200
Fourier-Motzkin Elimination step 3994 / 3450112: 6906
Fourier-Motzkin Elimination step 3995 / 3450112: 7033
Fourier-Motzkin Elimination step 3996 / 3450112: 7091
Fourier-Motzkin Elimination step 3997 / 3450112: 7305
Fourier-Motzkin Elimination step 3998 / 3450112: 7270
Fourier-Motzkin Elimination step 3999 / 3450112: 7333
Fourier-Motzkin Elimination step 4000 / 3450112: 7265
Fourier-Motzkin Elimination step 4001 / 3450112: 7309
Fourier-Motzkin Elimination step 4002 / 3450112: 7335
Fourier-Motzkin Elimination step 4003 / 3450112: 7459
Fourier-Motzkin Elimination step 4004 / 3450112: 7449
Fourier-Motzkin Elimination step 4005 / 3450112: 7553
Fourier-Motzkin Elimination step 4006 / 3450112: 7628
Fourier-Motzkin Elimination step 4007 / 3450112: 7661
Fourier-Motzkin Elimination step 4008 / 3450112: 7766
Fourier-Motzkin Elimination step 4009 / 3450112: 7986
Fourier-Motzkin Elimination step 4010 / 3450112: 7754
Fourier-Motzkin Elimination step 4011 / 3450112: 7691
Fourier-Motzkin Elimination step 4012 / 3450112: 7654
Fourier-Motzkin Elimination step 4013 / 3450112: 7747
Fourier-Motzkin Elimination step 4014 / 3450112: 7571
Fourier-Motzkin Elimination step 4015 / 3450112: 7486
Fourier-Motzkin Elimination step 4016 / 3450112: 7401
Fourier-Motzkin Elimination step 4017 / 3450112: 7414
Fourier-Motzkin Elimination step 4018 / 3450112: 7427
Fourier-Motzkin Elimination step 4019 / 3450112: 7289
Fourier-Motzkin Elimination step 4020 / 3450112: 7280
Fourier-Motzkin Elimination step 4021 / 3450112: 7387
Fourier-Motzkin Elimination step 4022 / 3450112: 7094
Fourier-Motzkin Elimination step 4023 / 3450112: 7277
Fourier-Motzkin Elimination step 4024 / 3450112: 7322
Fourier-Motzkin Elimination step 4025 / 3450112: 7557
Fourier-Motzkin Elimination step 4026 / 3450112: 7511
Fourier-Motzkin Elimination step 4027 / 3450112: 7614
Fourier-Motzkin Elimination step 4028 / 3450112: 7545
Fourier-Motzkin Elimination step 4029 / 3450112: 7575
Fourier-Motzkin Elimination step 4030 / 3450112: 7644
Fourier-Motzkin Elimination step 4031 / 3450112: 7812
Fourier-Motzkin Elimination step 4578 / 2304896: 5267
Fourier-Motzkin Elimination step 4032 / 3450112: 7787
Fourier-Motzkin Elimination step 4033 / 3450112: 7857
Fourier-Motzkin Elimination step 4580 / 2304896: 5498
Fourier-Motzkin Elimination step 4034 / 3450112: 7989
Fourier-Motzkin Elimination step 4035 / 3450112: 8041
Fourier-Motzkin Elimination step 4586 / 2304896: 5918
Fourier-Motzkin Elimination step 4036 / 3450112: 8155
Fourier-Motzkin Elimination step 4587 / 2304896: 6187
Fourier-Motzkin Elimination step 4588 / 2304896: 5865
Fourier-Motzkin Elimination step 4037 / 3450112: 8460
Fourier-Motzkin Elimination step 4589 / 2304896: 5767
Fourier-Motzkin Elimination step 4590 / 2304896: 5807
Fourier-Motzkin Elimination step 4038 / 3450112: 8078
Fourier-Motzkin Elimination step 4591 / 2304896: 6117
Fourier-Motzkin Elimination step 4592 / 2304896: 5513
Fourier-Motzkin Elimination step 4039 / 3450112: 8003
Fourier-Motzkin Elimination step 4040 / 3450112: 7880
Fourier-Motzkin Elimination step 4041 / 3450112: 7961
Fourier-Motzkin Elimination step 4598 / 2304896: 5394
Fourier-Motzkin Elimination step 4042 / 3450112: 7720
Fourier-Motzkin Elimination step 4600 / 2304896: 5201
Fourier-Motzkin Elimination step 4043 / 3450112: 7635
Fourier-Motzkin Elimination step 4601 / 2304896: 5129
Fourier-Motzkin Elimination step 4044 / 3450112: 7550
Fourier-Motzkin Elimination step 4045 / 3450112: 7572
Fourier-Motzkin Elimination step 4046 / 3450112: 7594
Fourier-Motzkin Elimination step 4047 / 3450112: 7338
Fourier-Motzkin Elimination step 4048 / 3450112: 7227
Fourier-Motzkin Elimination step 4049 / 3450112: 7354
Fourier-Motzkin Elimination step 4615 / 2304896: 5741
Fourier-Motzkin Elimination step 4050 / 3450112: 6874
Fourier-Motzkin Elimination step 4616 / 2304896: 5481
Fourier-Motzkin Elimination step 4051 / 3450112: 6939
Fourier-Motzkin Elimination step 4617 / 2304896: 5481
Fourier-Motzkin Elimination step 4052 / 3450112: 7004
Fourier-Motzkin Elimination step 4620 / 2304896: 5398
Fourier-Motzkin Elimination step 4053 / 3450112: 7011
Fourier-Motzkin Elimination step 4054 / 3450112: 6998
